BRD-K10995081,4748,DB00850
BRD-K32107296,5394,DB00853
BRD-K22031190,3059,DB00861
BRD-A34006693,5359,DB00870
BRD-A90515964,3516,DB00874
BRD-K38197229,2471,DB00887
BRD-K41406082,5336,DB00891
BRD-K04185004,4633,DB00892
BRD-K26521938,5280360,DB00917
BRD-K37848908,43507,DB00923
BRD-K00673382,5702160,DB00927
BRD-K03406345,9444,DB00928
BRD-A50310035,5282381,DB00929
BRD-A14395271,4078,DB00933
BRD-K25433859,4011,DB00934
BRD-K16195444,4636,DB00935
BRD-A37288617,7029,DB00937
BRD-A01320529,5152,DB00938
BRD-K09859624,4097,DB00940
BRD-K11433652,2244,DB00945
BRD-K35240538,6741,DB00959
BRD-A97701745,4828,DB00960
BRD-A03216249,4062,DB00961
BRD-K42260897,150311,DB00973
BRD-A75850590,3948,DB00978
BRD-K25650355,5983,DB00981
BRD-K33106058,6253,DB00987
BRD-K10706131,77991,DB00989
BRD-K33425534,60198,DB00990
BRD-K25394294,4614,DB00991
BRD-K32821942,2265,DB00993
BRD-A88254928,2083,DB01001
BRD-A33084557,5482,DB01007
BRD-K23204545,2478,DB01008
BRD-A97739905,3825,DB01009
BRD-K28494619,5329,DB01015
BRD-K36927236,3488,DB01016
BRD-A28940325,5560,DB01021
BRD-A30815329,3333,DB01023
BRD-K29530284,2161,DB01025
BRD-A93255169,5426,DB01041
BRD-A74980173,5379,DB01044
BRD-A17655518,3672,DB01050
BRD-A02006392,4507,DB01054
BRD-A12560204,4507,DB01054
BRD-A92670106,38945,DB01056
BRD-A21858158,4891,DB01058
BRD-K11196887,4539,DB01059
BRD-K12219985,3478,DB01067
BRD-K37949327,3305,DB01077
BRD-A07893380,5665,DB01080
BRD-K15010214,3219,DB01084
BRD-K35708212,439501,DB01092
BRD-K01292756,16362,DB01100
BRD-K33453211,54385,DB01106
BRD-A82396632,4189,DB01110
BRD-A30977374,4485,DB01115
BRD-A29485665,2375,DB01128
BRD-A39390670,5029,DB01129
BRD-K28183345,6178111,DB01131
BRD-A10977446,2585,DB01136
BRD-K09471561,149096,DB01137
BRD-A36217750,5342,DB01138
BRD-A95939040,65863,DB01153
BRD-A24228527,4583,DB01165
BRD-K07237224,4235,DB01171
BRD-A20348246,2717,DB01178
BRD-A67097164,3690,DB01181
BRD-A26334849,4932,DB01182
BRD-K38305202,3151,DB01184
BRD-A09472452,3356,DB01195
BRD-A34309505,5735,DB01198
BRD-A87606379,39147,DB01203
BRD-K07612980,60464,DB01208
BRD-K01095011,57363,DB01216
BRD-K38775274,5743,DB01234
BRD-K34730807,6047,DB01235
BRD-K11129031,3463,DB01241
BRD-K17075857,2722,DB01243
BRD-A91008255,2351,DB01244
BRD-A08660406,3724,DB01249
BRD-K30020243,5493444,DB01258
BRD-K19687926,208908,DB01259
BRD-K19416115,4369359,DB01261
BRD-K18855837,5310966,DB01273
BRD-A97104540,3343,DB01288
BRD-A59303141,6307,DB01325
BRD-K38310698,202225,DB01361
BRD-A60217728,3730,DB01362
BRD-A17462676,54766,DB01408
BRD-K34888156,5429,DB01412
BRD-A45543382,443944,DB01578
BRD-A43671941,4631,DB01580
BRD-K11640013,5327,DB01582
BRD-A72988804,5468,DB01600
BRD-K14312455,123630,DB01606
BRD-A99117172,3652,DB01611
BRD-A23072235,4761,DB01620
BRD-K08619574,9429,DB01622
BRD-K04046242,223368,DB02187
BRD-K17016787,5756,DB04573
BRD-A94543220,2378,DB04794
BRD-K12184470,941361,DB04841
BRD-K29582677,941361,DB04841
BRD-A47564106,6018,DB04844
BRD-K36627727,108143,DB04942
BRD-K16444452,3671,DB05266
BRD-A19661776,4184,DB06148
BRD-K13296708,104850,DB06155
BRD-A60197193,2159,DB06288
BRD-K10671814,5335,DB06729
BRD-K18135438,10133,DB06777
BRD-K35960502,4477,DB06803
BRD-K33240821,65015,DB06809
BRD-A00100033,6842999,\N
BRD-A00150179,589768,\N
BRD-A00267231,4043357,\N
BRD-A00420644,2853908,\N
BRD-A00474148,44825297,\N
BRD-A00520476,107867,\N
BRD-A00546892,92151,\N
BRD-A00626522,16746329,\N
BRD-A00758722,5702095,\N
BRD-A00763758,43209100,\N
BRD-A00993607,66368,\N
BRD-A01078468,3606,\N
BRD-A01145011,46783268,\N
BRD-A01295252,6305587,\N
BRD-A01317026,71684472,\N
BRD-A01346607,5702178,\N
BRD-A01593789,6710779,\N
BRD-A01643550,5702107,\N
BRD-A01787639,4418,\N
BRD-A01826957,9912,\N
BRD-A01960364,2826386,\N
BRD-A01973626,44460172,\N
BRD-A01999384,44142102,\N
BRD-A02176148,3919910,\N
BRD-A02180903,6710614,\N
BRD-A02189320,4105,\N
BRD-A02198599,4898145,\N
BRD-A02241946,25243794,\N
BRD-A02333338,44118238,\N
BRD-A02367930,24707,\N
BRD-A02481876,2949965,\N
BRD-A02579693,73707602,\N
BRD-A02710418,41049,\N
BRD-A02713983,6708636,\N
BRD-A02726762,54664935,\N
BRD-A02747686,46948706,\N
BRD-A02759312,107952,\N
BRD-A02809788,44629410,\N
BRD-A02836799,6729757,\N
BRD-A02990301,30667,\N
BRD-A03044413,4608,\N
BRD-A03061970,6410734,\N
BRD-A03323675,5076,\N
BRD-A03359064,123686,\N
BRD-A03427350,1548885,\N
BRD-A03436432,44142160,\N
BRD-A03520402,3156173,\N
BRD-A03623303,5702086,\N
BRD-A03684405,54649870,\N
BRD-A03772856,3237298,\N
BRD-A03816571,4412255,\N
BRD-A03926027,4207396,\N
BRD-A03946276,3921071,\N
BRD-A04020513,21157,\N
BRD-A04026261,5713,\N
BRD-A04172077,23757203,\N
BRD-A04260165,11957685,\N
BRD-A04308630,23340,\N
BRD-A04327189,7172,\N
BRD-A04332542,193691,\N
BRD-A04352665,483407,\N
BRD-A04392722,44142123,\N
BRD-A04438777,1225,\N
BRD-A04553218,5281068,\N
BRD-A04668240,132252,\N
BRD-A04706586,2460,\N
BRD-A04756508,11773081,\N
BRD-A04831598,34677,\N
BRD-A05186015,62884,\N
BRD-A05352148,3746,\N
BRD-A05457250,2303,\N
BRD-A05565054,46937236,\N
BRD-A05581237,22094944,\N
BRD-A05680309,44143239,\N
BRD-A05729358,6278000,\N
BRD-A05831822,17757109,\N
BRD-A05874290,4133412,\N
BRD-A06131576,5221400,\N
BRD-A06276885,4257102,\N
BRD-A06304526,73707383,\N
BRD-A06352418,5405,\N
BRD-A06352508,3387354,\N
BRD-A06390036,45479756,\N
BRD-A06641369,16187238,\N
BRD-A06664848,3409332,\N
BRD-A06726973,6610337,\N
BRD-A06779035,28894,\N
BRD-A06784547,4519822,\N
BRD-A06909528,4879301,\N
BRD-A06929388,51003717,\N
BRD-A07000685,5702069,\N
BRD-A07029265,5702074,\N
BRD-A07106394,1148,\N
BRD-A07395371,104769,\N
BRD-A07440155,71412,\N
BRD-A07614565,2977478,\N
BRD-A07765530,5924,\N
BRD-A07780951,9861452,\N
BRD-A07824748,10251,\N
BRD-A07875874,5282138,\N
BRD-A07932845,4106,\N
BRD-A08003242,3270699,\N
BRD-A08027849,6742,\N
BRD-A08062015,4160,\N
BRD-A08187463,107751,\N
BRD-A08200164,4053,\N
BRD-A08255417,3326,\N
BRD-A08610364,25109909,\N
BRD-A08658758,14459459,\N
BRD-A08662020,53338798,\N
BRD-A08709697,23930397,\N
BRD-A08778300,44505316,\N
BRD-A08877921,278679,\N
BRD-A09053961,73707557,\N
BRD-A09062839,10767,\N
BRD-A09073503,160588,\N
BRD-A09094913,5702135,\N
BRD-A09161221,6710776,\N
BRD-A09164687,16193984,\N
BRD-A09186529,5918561,\N
BRD-A09349126,5702094,\N
BRD-A09467419,17683,\N
BRD-A09495397,6710622,\N
BRD-A09533288,62969,\N
BRD-A09539288,5702065,\N
BRD-A09719808,44640137,\N
BRD-A09722536,22420,\N
BRD-A09749088,6732844,\N
BRD-A09828896,11957706,\N
BRD-A09925278,3306,\N
BRD-A09984573,2803185,\N
BRD-A10070317,91536,\N
BRD-A10188456,5702035,\N
BRD-A10303790,71446,\N
BRD-A10330754,2956728,\N
BRD-A10355991,123767,\N
BRD-A10386413,5176753,\N
BRD-A10396145,161566,\N
BRD-A10420615,44483253,\N
BRD-A10523515,11373846,\N
BRD-A10606614,73707484,\N
BRD-A10662413,65557,\N
BRD-A10715913,4018928,\N
BRD-A10903566,133621,\N
BRD-A10969569,6708518,\N
BRD-A11007541,5475586,\N
BRD-A11009626,73707591,\N
BRD-A11087911,17757094,\N
BRD-A11095214,25109911,\N
BRD-A11132253,5893,\N
BRD-A11135865,4533,\N
BRD-A11170096,4889,\N
BRD-A11263757,23760137,\N
BRD-A11483079,3503044,\N
BRD-A11512624,25109912,\N
BRD-A11605036,72067,\N
BRD-A11609859,3277599,\N
BRD-A11678676,3003565,\N
BRD-A11702965,73707419,\N
BRD-A11706664,16759157,\N
BRD-A11731846,16745401,\N
BRD-A11776908,37175,\N
BRD-A11813248,2129,\N
BRD-A11929187,3193014,\N
BRD-A11968133,44246498,\N
BRD-A12016240,3970,\N
BRD-A12083771,16190867,\N
BRD-A12230535,216345,\N
BRD-A12409803,9883029,\N
BRD-A12426960,119214,\N
BRD-A12633378,3111211,\N
BRD-A12643502,2965120,\N
BRD-A12832192,73707368,\N
BRD-A12881497,73707588,\N
BRD-A13020530,1543530,\N
BRD-A13084692,5591,\N
BRD-A13122391,16220015,\N
BRD-A13133631,5702058,\N
BRD-A13195221,2878746,\N
BRD-A13346522,44629407,\N
BRD-A13367427,23983744,\N
BRD-A13461302,23874505,\N
BRD-A13650332,6713996,\N
BRD-A13711138,73707450,\N
BRD-A13807286,3549,\N
BRD-A13914662,23863790,\N
BRD-A13946108,1548887,\N
BRD-A13964793,10040286,\N
BRD-A13982089,414684,\N
BRD-A14014306,3915969,\N
BRD-A14178283,23986040,\N
BRD-A14208071,5748,\N
BRD-A14240607,102484,\N
BRD-A14566392,2837667,\N
BRD-A14574269,4694339,\N
BRD-A14652656,73707507,\N
BRD-A14792000,5650,\N
BRD-A14795281,20348787,\N
BRD-A14798026,12598376,\N
BRD-A14966924,11957454,\N
BRD-A14969012,10020353,\N
BRD-A14985772,73707359,\N
BRD-A14999564,447277,\N
BRD-A15010982,9886498,\N
BRD-A15034104,2356,\N
BRD-A15070535,23874512,\N
BRD-A15079084,4792,\N
BRD-A15100685,73707595,\N
BRD-A15113563,2806677,\N
BRD-A15131297,2311,\N
BRD-A15297126,6710662,\N
BRD-A15415227,4516886,\N
BRD-A15435692,108046,\N
BRD-A15493168,10410310,\N
BRD-A15501135,3951,\N
BRD-A15530910,193949,\N
BRD-A15597386,73707459,\N
BRD-A15909516,5042,\N
BRD-A15914070,5283344,\N
BRD-A15931911,5702210,\N
BRD-A16444946,41774,\N
BRD-A16478930,2133,\N
BRD-A16581344,2930928,\N
BRD-A16694057,2286,\N
BRD-A16700644,44483357,\N
BRD-A16746338,4865,\N
BRD-A16754160,2174,\N
BRD-A16820783,44142103,\N
BRD-A16934955,23581814,\N
BRD-A16998493,73707528,\N
BRD-A17016119,73707395,\N
BRD-A17065207,5362868,\N
BRD-A17081056,92214,\N
BRD-A17390249,73707612,\N
BRD-A17428743,4284720,\N
BRD-A17448384,16218996,\N
BRD-A17453586,182585,\N
BRD-A17535965,23817963,\N
BRD-A17555397,32334,\N
BRD-A17664363,4131581,\N
BRD-A17718497,46912148,\N
BRD-A17745711,24847763,\N
BRD-A17757596,16759579,\N
BRD-A17819071,6708725,\N
BRD-A17828570,73707501,\N
BRD-A17846016,40634,\N
BRD-A18202423,6324610,\N
BRD-A18246003,20393,\N
BRD-A18279961,60138089,\N
BRD-A18411371,12004949,\N
BRD-A18419789,44483274,\N
BRD-A18477699,44505711,\N
BRD-A18497530,1830,\N
BRD-A18573497,54664808,\N
BRD-A18579359,2775510,\N
BRD-A18605525,3607,\N
BRD-A18620900,5317223,\N
BRD-A18696154,154494,\N
BRD-A18725729,12004950,\N
BRD-A18763547,2729027,\N
BRD-A18795974,1219,\N
BRD-A18917088,5317221,\N
BRD-A18929998,596,\N
BRD-A18932057,6708558,\N
BRD-A19037878,6376322,\N
BRD-A19053259,11096,\N
BRD-A19134330,40486,\N
BRD-A19195498,5282318,\N
BRD-A19232309,1030,\N
BRD-A19248578,6436219,\N
BRD-A19374631,5673,\N
BRD-A19500257,13017911,\N
BRD-A19633847,5284439,\N
BRD-A19736161,2828191,\N
BRD-A19918940,600670,\N
BRD-A19928752,2977752,\N
BRD-A19952358,42574,\N
BRD-A20126139,5702081,\N
BRD-A20131130,3044,\N
BRD-A20243730,2949,\N
BRD-A20488704,24177547,\N
BRD-A20527803,3668,\N
BRD-A20589515,108001,\N
BRD-A20697603,16129995,\N
BRD-A20794617,73707482,\N
BRD-A20846977,3473417,\N
BRD-A20862232,46697,\N
BRD-A20958854,53734236,\N
BRD-A20968261,24868316,\N
BRD-A21072306,4564401,\N
BRD-A21329147,6852385,\N
BRD-A21406558,50897786,\N
BRD-A21481508,24747278,\N
BRD-A21490874,3387,\N
BRD-A21584801,11451527,\N
BRD-A21723284,4429,\N
BRD-A21812217,44142077,\N
BRD-A22101059,5853,\N
BRD-A22143024,10861069,\N
BRD-A22152765,20298,\N
BRD-A22256192,44383,\N
BRD-A22272113,24069148,\N
BRD-A22305049,2318,\N
BRD-A22514244,650573,\N
BRD-A22684332,4916,\N
BRD-A22707317,197690,\N
BRD-A22713669,44483339,\N
BRD-A22740840,24981350,\N
BRD-A22769835,6602662,\N
BRD-A22783572,5667,\N
BRD-A22844106,54677971,\N
BRD-A22897758,4826,\N
BRD-A22997170,3634881,\N
BRD-A23034328,6419884,\N
BRD-A23226398,628698,\N
BRD-A23290232,5225092,\N
BRD-A23359898,64764,\N
BRD-A23637604,3032303,\N
BRD-A23683907,4233538,\N
BRD-A23689620,73707505,\N
BRD-A23712469,6714010,\N
BRD-A23723433,4666,\N
BRD-A23747351,5717148,\N
BRD-A23770159,73707374,\N
BRD-A23801136,5482874,\N
BRD-A24021119,44142351,\N
BRD-A24054354,3516032,\N
BRD-A24122750,122150,\N
BRD-A24191444,6419987,\N
BRD-A24225650,24747211,\N
BRD-A24381660,216284,\N
BRD-A24396574,73707365,\N
BRD-A24397426,4410,\N
BRD-A24421185,73707491,\N
BRD-A24429032,34772,\N
BRD-A24514565,54695721,\N
BRD-A24543851,412,\N
BRD-A24643465,16219462,\N
BRD-A24817035,15548,\N
BRD-A24951056,2878,\N
BRD-A25004090,11214940,\N
BRD-A25037258,44295709,\N
BRD-A25067867,238053,\N
BRD-A25088322,51003695,\N
BRD-A25143711,45006145,\N
BRD-A25170757,541830,\N
BRD-A25337146,24747642,\N
BRD-A25416824,2825553,\N
BRD-A25569250,10367662,\N
BRD-A25576662,73707422,\N
BRD-A25619068,59693,\N
BRD-A25687296,5702048,\N
BRD-A25775766,6338099,\N
BRD-A25829966,44537690,\N
BRD-A25852922,4221587,\N
BRD-A26002865,104830,\N
BRD-A26032986,65909,\N
BRD-A26095496,5702274,\N
BRD-A26097136,44634652,\N
BRD-A26112980,54456,\N
BRD-A26199074,2531,\N
BRD-A26333730,14951773,\N
BRD-A26347577,3081980,\N
BRD-A26583774,54649854,\N
BRD-A26595446,4484064,\N
BRD-A26627799,54664934,\N
BRD-A26777759,4296446,\N
BRD-A26787626,9902313,\N
BRD-A26845397,127404,\N
BRD-A26962727,2880726,\N
BRD-A27143604,102614,\N
BRD-A27489425,6420073,\N
BRD-A27554692,45006157,\N
BRD-A27640568,2872362,\N
BRD-A27887842,5702106,\N
BRD-A27924917,1564,\N
BRD-A28019035,73707504,\N
BRD-A28095882,2143,\N
BRD-A28105619,73707401,\N
BRD-A28318179,2733501,\N
BRD-A28412351,25079076,\N
BRD-A28422058,4267713,\N
BRD-A28422330,2950007,\N
BRD-A28746609,441276,\N
BRD-A28856712,10648,\N
BRD-A28970875,5702164,\N
BRD-A29009894,46861588,\N
BRD-A29082194,11012,\N
BRD-A29119732,3863978,\N
BRD-A29260609,441307,\N
BRD-A29289453,4698,\N
BRD-A29322418,195915,\N
BRD-A29342309,73707559,\N
BRD-A29349577,3169,\N
BRD-A29426959,20057046,\N
BRD-A29437505,4684627,\N
BRD-A29644307,23615863,\N
BRD-A29721261,2852569,\N
BRD-A29731977,5702072,\N
BRD-A29734509,3114,\N
BRD-A29854054,23681233,\N
BRD-A29901043,20635522,\N
BRD-A30083233,23872142,\N
BRD-A30142024,19001,\N
BRD-A30395175,4014619,\N
BRD-A30435184,4090,\N
BRD-A30437061,2538,\N
BRD-A30455275,2976290,\N
BRD-A30582499,26533,\N
BRD-A30590053,378811,\N
BRD-A30612536,50897809,\N
BRD-A30655177,9906875,\N
BRD-A30693873,10831,\N
BRD-A30717181,5702127,\N
BRD-A30856524,6857784,\N
BRD-A31007383,18755269,\N
BRD-A31107743,5353446,\N
BRD-A31158127,5353464,\N
BRD-A31180007,251462,\N
BRD-A31195449,16046239,\N
BRD-A31227688,4990100,\N
BRD-A31312900,5284590,\N
BRD-A31374339,57007282,\N
BRD-A31429689,2998821,\N
BRD-A31575449,10008573,\N
BRD-A31800922,207841,\N
BRD-A31801025,44511091,\N
BRD-A31836915,73707516,\N
BRD-A31946439,60138124,\N
BRD-A32065788,446872,\N
BRD-A32161980,73707428,\N
BRD-A32164164,494471,\N
BRD-A32214171,4124546,\N
BRD-A32241587,2728652,\N
BRD-A32349859,6708532,\N
BRD-A32440707,45934211,\N
BRD-A32449311,17757275,\N
BRD-A32582647,4658388,\N
BRD-A32595718,24816775,\N
BRD-A32836748,3903,\N
BRD-A32917072,16746402,\N
BRD-A32949107,5202074,\N
BRD-A32988684,3590,\N
BRD-A33070992,73707475,\N
BRD-A33084410,4396344,\N
BRD-A33168282,66245,\N
BRD-A33325795,5466054,\N
BRD-A33447119,40854,\N
BRD-A33746814,73707604,\N
BRD-A33749298,4641,\N
BRD-A33833419,5400,\N
BRD-A33973768,73707515,\N
BRD-A34037822,51360697,\N
BRD-A34205397,5354,\N
BRD-A34208323,46869952,\N
BRD-A34255068,5092,\N
BRD-A34299591,5281004,\N
BRD-A34421300,50897785,\N
BRD-A34462049,73707446,\N
BRD-A34578416,197712,\N
BRD-A34706053,2687,\N
BRD-A34751532,8362,\N
BRD-A34806832,9828429,\N
BRD-A34817987,3793,\N
BRD-A34907681,5293655,\N
BRD-A35020550,44473132,\N
BRD-A35033682,11095,\N
BRD-A35072120,5134354,\N
BRD-A35108200,3003,\N
BRD-A35141262,44537691,\N
BRD-A35153197,11492836,\N
BRD-A35207501,16307489,\N
BRD-A35258977,453,\N
BRD-A35338386,2868392,\N
BRD-A35430844,54665034,\N
BRD-A35511923,9805390,\N
BRD-A35519318,656667,\N
BRD-A35588707,6708778,\N
BRD-A35623999,2688,\N
BRD-A35713041,92968,\N
BRD-A35769934,24871246,\N
BRD-A35782587,11980942,\N
BRD-A35825362,13954252,\N
BRD-A35869383,16126651,\N
BRD-A35912562,45006141,\N
BRD-A35989968,6710729,\N
BRD-A36010170,5702266,\N
BRD-A36059655,2928239,\N
BRD-A36066264,3262,\N
BRD-A36074203,60510,\N
BRD-A36151937,5284639,\N
BRD-A36165599,2963476,\N
BRD-A36267905,5702098,\N
BRD-A36275421,3689413,\N
BRD-A36318220,2828334,\N
BRD-A36411721,3150672,\N
BRD-A36471396,5311030,\N
BRD-A36630025,4014291,\N
BRD-A36707673,73707416,\N
BRD-A36884011,2868336,\N
BRD-A37052580,16212981,\N
BRD-A37347161,5244802,\N
BRD-A37432947,43232,\N
BRD-A37444045,71299681,\N
BRD-A37492983,27648,\N
BRD-A37501891,23986044,\N
BRD-A37541666,4425,\N
BRD-A37630846,2958,\N
BRD-A37656721,44629413,\N
BRD-A37704979,176155,\N
BRD-A37735495,4380267,\N
BRD-A37776212,3683,\N
BRD-A37780065,5702125,\N
BRD-A37817666,24041599,\N
BRD-A37828317,73707348,\N
BRD-A37837077,2894,\N
BRD-A37867643,97807,\N
BRD-A37942872,102428,\N
BRD-A37959677,6710658,\N
BRD-A38030642,16404350,\N
BRD-A38076815,3474,\N
BRD-A38161572,44483269,\N
BRD-A38275906,4423427,\N
BRD-A38425832,50897769,\N
BRD-A38747044,4302964,\N
BRD-A38749782,6710659,\N
BRD-A38793261,46943339,\N
BRD-A38878059,23902994,\N
BRD-A38898897,44483335,\N
BRD-A38913120,5720188,\N
BRD-A38936397,44142100,\N
BRD-A39052811,119584,\N
BRD-A39093044,3689415,\N
BRD-A39121618,2793096,\N
BRD-A39172021,2176,\N
BRD-A39189014,6081,\N
BRD-A39210489,73707519,\N
BRD-A39230911,2724,\N
BRD-A39255369,10071166,\N
BRD-A39268308,1204,\N
BRD-A39290993,6714003,\N
BRD-A39415247,5702093,\N
BRD-A39522003,6376692,\N
BRD-A39599596,46916306,\N
BRD-A39646320,3571,\N
BRD-A39671870,73707487,\N
BRD-A39747742,163332,\N
BRD-A39903068,23789067,\N
BRD-A39969961,21865526,\N
BRD-A39986918,73707576,\N
BRD-A39996500,5311380,\N
BRD-A40163033,73707563,\N
BRD-A40431293,45934191,\N
BRD-A40560522,44537693,\N
BRD-A40807648,133106,\N
BRD-A41020680,44246707,\N
BRD-A41112154,6708573,\N
BRD-A41114263,24150636,\N
BRD-A41145729,5353760,\N
BRD-A41228941,54665036,\N
BRD-A41250203,73707393,\N
BRD-A41250306,2904,\N
BRD-A41301928,16760034,\N
BRD-A41304429,4883,\N
BRD-A41450521,93858,\N
BRD-A41451487,1345,\N
BRD-A41519720,6710700,\N
BRD-A41555725,54684459,\N
BRD-A41630653,64650,\N
BRD-A41649729,3136666,\N
BRD-A41692738,9907093,\N
BRD-A41722204,55690,\N
BRD-A41833852,5353813,\N
BRD-A41941932,6713958,\N
BRD-A41986761,19102988,\N
BRD-A41995253,9649,\N
BRD-A41997916,23900084,\N
BRD-A42031983,45489446,\N
BRD-A42153648,73707500,\N
BRD-A42187224,11957479,\N
BRD-A42264566,194138,\N
BRD-A42270467,636411,\N
BRD-A42335949,18968508,\N
BRD-A42346008,21100,\N
BRD-A42383464,2019,\N
BRD-A42423104,167811,\N
BRD-A42553870,3765615,\N
BRD-A42571354,9551858,\N
BRD-A42610307,22326275,\N
BRD-A42628519,3735,\N
BRD-A42649439,290486,\N
BRD-A42737819,25109893,\N
BRD-A42759514,28061,\N
BRD-A42831637,6610319,\N
BRD-A42969626,3193022,\N
BRD-A42994615,73438897,\N
BRD-A43082555,23663407,\N
BRD-A43087975,2851120,\N
BRD-A43126523,44142346,\N
BRD-A43150328,4728,\N
BRD-A43155244,72947591,\N
BRD-A43188678,23757164,\N
BRD-A43286952,3285,\N
BRD-A43331270,71317558,\N
BRD-A43392971,4246,\N
BRD-A43640821,44142101,\N
BRD-A43805296,73707433,\N
BRD-A43809092,26937,\N
BRD-A43849199,23986045,\N
BRD-A43882281,4826,\N
BRD-A43885598,4076092,\N
BRD-A43930669,9893887,\N
